ticker,quote_date,expiration,days_to_expiry,strike,option_kind,exercise,bid,ask,mid_price,last,spread,relative_spread,volume,open_interest,market_iv,underlying_price,rate,dividend,maturity,moneyness,log_moneyness,maturity_bucket,black_scholes_price,tree_price,rough_price,fair_value,fair_value_source,model_minus_mid,buy_edge,sell_edge,relative_buy_edge,relative_sell_edge,liquidity_pass,signal,signal_confidence
AAPL,2026-05-29,2026-08-12,75,200.0,put,american,8.91071137991345,9.091303648609616,9.001007514261532,9.047227117421233,0.1805922686961665,0.020063561596857838,196.0,2393.0,0.22457483704493145,195.0,0.045,0.006,0.2054794520547945,0.975,-0.025317807984289897,short,9.789760163322583,9.983014025692874,,9.983014025692874,binomial_tree,0.9820065114313419,0.8917103770832586,-1.0723026457794251,0.0990678405356733,-0.11913140213253114,True,buy_underpriced,0.0935465801999645
AAPL,2026-05-29,2026-09-26,120,225.0,call,american,2.0677679118281413,2.159975349016787,2.113871630422464,2.0860936033103057,0.09220743718864544,0.043620168728134866,103.0,2316.0,0.23111660390918287,195.0,0.045,0.006,0.3287671232876712,0.8666666666666667,-0.1431008436406733,short,2.3648120037340092,2.366699602439199,,2.366699602439199,binomial_tree,0.252827972016735,0.2067242534224123,-0.29893169061105773,0.09779413775523246,-0.14141430648336734,True,buy_underpriced,0.08594470222882773
AAPL,2026-05-29,2026-09-26,120,220.0,put,american,22.780749999347538,23.689844896427577,23.235297447887557,23.331048189563173,0.9090948970800383,0.03912559755772306,104.0,2158.0,0.2098842920563089,195.0,0.045,0.006,0.3287671232876712,0.8863636363636364,-0.12062798778861475,short,24.65221032034151,25.74701565456992,,25.74701565456992,binomial_tree,2.511718206682364,2.0571707581423446,-2.966265655222383,0.08853645031901121,-0.12766204787673427,True,buy_underpriced,0.07891411275131406
AAPL,2026-05-29,2026-06-19,21,200.0,call,american,2.042471072685674,2.0838655774604633,2.0631683250730686,2.0466732790191893,0.04139450477478945,0.020063561596857803,262.0,1685.0,0.21869987519002773,195.0,0.045,0.006,0.057534246575342465,0.975,-0.025317807984289897,short,2.2443240228564747,2.2445521073375145,,2.2445521073375145,binomial_tree,0.18138378226444596,0.16068652987705123,-0.20208103465184069,0.07788338349531437,-0.09794694509217218,True,buy_underpriced,0.07354277776717566
AAPL,2026-05-29,2026-09-26,120,200.0,put,american,10.21397621261139,10.420981586032214,10.317478899321802,10.272433056792106,0.2070053734208237,0.02006356159685781,220.0,1066.0,0.2149267923679898,195.0,0.045,0.006,0.3287671232876712,0.975,-0.025317807984289897,short,10.895038411173331,11.209546400863212,,11.209546400863212,binomial_tree,0.8920675015414101,0.7885648148309983,-0.995570188251822,0.07642999055542851,-0.09649355215228632,True,buy_underpriced,0.07217038549055045
AAPL,2026-05-29,2026-09-26,120,190.0,put,american,5.8070625194198024,5.925532973082617,5.86629774625121,5.875455559556497,0.11847045366281428,0.02019509728065226,297.0,1290.0,0.21707503175231857,195.0,0.045,0.006,0.3287671232876712,1.0263157894736843,0.025975486403260736,short,6.22657668444333,6.373371473321886,,6.373371473321886,binomial_tree,0.5070737270706767,0.4478385002392695,-0.5663089539020838,0.07634090862937457,-0.09653600591002683,True,buy_underpriced,0.07205837508419788
AAPL,2026-05-29,2026-08-12,75,225.0,call,american,0.8350972936840751,0.8723365703037144,0.8537169319938948,0.8409810166729632,0.03723927661963922,0.043620168728134734,194.0,1077.0,0.22747796803404383,195.0,0.045,0.006,0.2054794520547945,0.8666666666666667,-0.1431008436406733,short,0.9566008588134238,0.9518097006639691,,0.9518097006639691,binomial_tree,0.09809276867007433,0.07947313036025472,-0.11671240697989393,0.09309072759590419,-0.13671089632403893,True,buy_underpriced,0.06984359881673428
AAPL,2026-05-29,2026-08-12,75,190.0,put,american,4.421393246987537,4.51159452552391,4.466493886255724,4.437755562658683,0.09020127853637305,0.02019509728065229,296.0,1230.0,0.2182428751746265,195.0,0.045,0.006,0.2054794520547945,1.0263157894736843,0.025975486403260736,short,4.741981678635341,4.821107214977689,,4.821107214977689,binomial_tree,0.3546133287219648,0.3095126894537783,-0.39971396799015135,0.06929656624096352,-0.0894916635216158,True,buy_underpriced,0.06540920263970956
AAPL,2026-05-29,2026-07-13,45,195.0,put,american,5.194239982534927,5.272742350029158,5.233491166282042,5.246541155753762,0.0785023674942309,0.01500000000000005,488.0,1526.0,0.22041658145047305,195.0,0.045,0.006,0.1232876712328767,1.0,0.0,short,5.544586088684923,5.609978209392871,,5.609978209392871,binomial_tree,0.3764870431108287,0.33723585936371325,-0.41573822685794415,0.06443802972983541,-0.07943802972983546,True,buy_underpriced,0.06175311182442559
AAPL,2026-05-29,2026-09-26,120,195.0,put,american,7.985021105727006,8.105701525460915,8.045361315593961,8.068494857908718,0.12068041973390908,0.014999999999999958,214.0,1776.0,0.19138194538391456,195.0,0.045,0.006,0.3287671232876712,1.0,0.0,short,7.279282542732233,7.492706684813759,,7.492706684813759,binomial_tree,-0.5526546307802027,-0.6129948406471568,0.49231442091324773,-0.0761923320285214,0.06119233202852144,True,sell_overpriced,0.058642651527333056
AAPL,2026-05-29,2026-06-19,21,190.0,put,american,1.692695613311823,1.7272284630187935,1.7099620381653082,1.7095026316413822,0.03453284970697057,0.020195097280652118,431.0,2605.0,0.19943887074900007,195.0,0.045,0.006,0.057534246575342465,1.0263157894736843,0.025975486403260736,short,1.5762683046202,1.5885146172168512,,1.5885146172168512,binomial_tree,-0.12144742094845706,-0.13871384580194235,0.10418099609497178,-0.08112100894986791,0.06092591166921579,True,sell_overpriced,0.05750812079957071
AAPL,2026-05-29,2026-09-26,120,215.0,put,american,20.0976957601527,20.803813150267683,20.45075445521019,20.230804239697985,0.7061173901149829,0.034527693912783104,129.0,784.0,0.22583420016742597,195.0,0.045,0.006,0.3287671232876712,0.9069767441860465,-0.09763846956391606,short,21.273434823426612,22.0343051848044,,22.0343051848044,binomial_tree,1.583550729594208,1.2304920345367165,-1.9366094246516994,0.06016853985664215,-0.09469623376942526,True,buy_underpriced,0.05439775950289429
AAPL,2026-05-29,2026-08-12,75,200.0,call,american,5.761529994588334,5.878298199563438,5.819914097075886,5.815176199226556,0.11676820497510398,0.020063561596857956,175.0,1935.0,0.1968614947600271,195.0,0.045,0.006,0.2054794520547945,0.975,-0.025317807984289897,short,5.422932062442953,5.428256781693072,,5.428256781693072,binomial_tree,-0.39165731538281356,-0.45004141787036556,0.3332732128952616,-0.07732784545677075,0.05726428385991279,True,sell_overpriced,0.054072824175125794
AAPL,2026-05-29,2026-09-26,120,190.0,call,american,13.038376294815368,13.304373492108773,13.17137489346207,13.119391303936897,0.2659971972934052,0.0201950972806521,459.0,1431.0,0.22618129815718982,195.0,0.045,0.006,0.3287671232876712,1.0263157894736843,0.025975486403260736,short,14.01128940220282,14.015663610842536,,14.015663610842536,binomial_tree,0.844288717380465,0.7112901187337624,-0.9772873160271676,0.054002723670619104,-0.0741978209512712,True,buy_underpriced,0.050973306287429306
AAPL,2026-05-29,2026-07-13,45,195.0,call,american,5.8142921685927,5.90216560187118,5.85822888523194,5.874916576252392,0.08787343327847985,0.01500000000000013,494.0,1715.0,0.21068569003986107,195.0,0.045,0.006,0.1232876712328767,1.0,0.0,short,6.215003433370981,6.2102157571452965,,6.2102157571452965,binomial_tree,0.35198687191335676,0.30805015527411683,-0.3959235885525967,0.05258417882078373,-0.06758417882078385,True,buy_underpriced,0.050393171369917715
AAPL,2026-05-29,2026-09-26,120,160.0,put,american,0.502688287722494,0.5308868790383822,0.5167875833804381,0.5180081585659481,0.0281985913158882,0.05456514866598399,361.0,324.0,0.220542006281048,195.0,0.045,0.006,0.3287671232876712,1.21875,0.19782574332991987,short,0.4394254384763947,0.44554008251745575,,0.44554008251745575,binomial_tree,-0.07124750086298232,-0.08534679652092642,0.057148205205038216,-0.1651486979672605,0.11058354930127651,True,sell_overpriced,0.04848625989112969
AAPL,2026-05-29,2026-09-26,120,175.0,put,american,2.077024333996743,2.1545525713476392,2.115788452672191,2.1210175433583505,0.07752823735089631,0.03664271692804636,117.0,1260.0,0.21483143438318408,195.0,0.045,0.006,0.3287671232876712,1.1142857142857143,0.10821358464023279,short,1.9408726820932571,1.9779062772509943,,1.9779062772509943,binomial_tree,-0.13788217542119674,-0.1766462940966449,0.09911805674574858,-0.08348958227536632,0.04684686534731996,True,sell_overpriced,0.042078541942075096
AAPL,2026-05-29,2026-09-26,120,185.0,put,american,4.134538725655342,4.241453011350793,4.187995868503068,4.186965717660149,0.10691428569545103,0.025528746697084454,445.0,766.0,0.21390018754939674,195.0,0.045,0.006,0.3287671232876712,1.054054054054054,0.05264373348542188,short,4.3288150185424,4.425188683487644,,4.425188683487644,binomial_tree,0.23719281498457612,0.1837356721368506,-0.29064995783230163,0.043871980275502036,-0.0694007269725865,True,buy_underpriced,0.04076087841007765
AAPL,2026-05-29,2026-07-13,45,200.0,put,american,8.185895656663625,8.351798176105497,8.268846916384561,8.230849369562689,0.16590251944187173,0.02006356159685809,78.0,2234.0,0.19764850826349564,195.0,0.045,0.006,0.1232876712328767,0.975,-0.025317807984289897,short,7.704615713444241,7.835611217696589,,7.835611217696589,binomial_tree,-0.4332356986879722,-0.516186958408908,0.3502844389670363,-0.06242550667930416,0.04236194508244607,True,sell_overpriced,0.0400010242643228
AAPL,2026-05-29,2026-07-13,45,220.0,put,american,23.061455394726703,23.981752198790897,23.5216037967588,23.68503054088732,0.9202968040641935,0.03912559755772297,252.0,1526.0,0.20283101218362123,195.0,0.045,0.006,0.1232876712328767,0.8863636363636364,-0.12062798778861475,short,24.248039335647007,25.0,,25.0,binomial_tree,1.4783962032412,1.0182478012091032,-1.9385446052732966,0.04328989681177329,-0.08241549436949626,True,buy_underpriced,0.03858505492018219
AAPL,2026-05-29,2026-08-12,75,205.0,call,american,4.131273895687158,4.235871937650668,4.183572916668913,4.19514964810444,0.1045980419635093,0.025002084114932415,607.0,1571.0,0.2058704602967244,195.0,0.045,0.006,0.2054794520547945,0.9512195121951219,-0.05001042057466142,short,3.96354369857724,3.967531104013826,,3.967531104013826,binomial_tree,-0.21604181265508693,-0.2683408336368416,0.16374279167333228,-0.06414154575092303,0.039139461635990615,True,sell_overpriced,0.03642121688033448
AAPL,2026-05-29,2026-09-26,120,205.0,call,american,6.229816251384698,6.387546432955944,6.308681342170321,6.285920412092682,0.15773018157124596,0.025002084114932235,402.0,1236.0,0.21792957572148833,195.0,0.045,0.006,0.3287671232876712,0.9512195121951219,-0.05001042057466142,short,6.625889741991045,6.632945156361832,,6.632945156361832,binomial_tree,0.32426381419151085,0.24539872340588786,-0.40312890497713383,0.03889857643712679,-0.06390066055205902,True,buy_underpriced,0.036197061214815224
AAPL,2026-05-29,2026-06-19,21,205.0,put,american,10.025900800323601,10.279742501240356,10.152821650781979,10.152236724973186,0.2538417009167553,0.025002084114932148,248.0,2389.0,0.21512987170320833,195.0,0.045,0.006,0.057534246575342465,0.9512195121951219,-0.05001042057466142,short,10.52387882777876,10.650283146118541,,10.650283146118541,binomial_tree,0.49746149533656236,0.3705406448781847,-0.62438234579494,0.036496321675230585,-0.06149840579016273,True,buy_underpriced,0.03396164360742576
AAPL,2026-05-29,2026-09-26,120,205.0,put,american,13.308462510518511,13.645414055076769,13.47693828279764,13.395251893880962,0.33695154455825715,0.02500208411493225,39.0,2806.0,0.21039918442237115,195.0,0.045,0.006,0.3287671232876712,0.9512195121951219,-0.05001042057466142,short,13.67401569643242,14.125950485258418,,14.125950485258418,binomial_tree,0.6490122024607778,0.48053643018164927,-0.8174879747399064,0.035656201735005354,-0.0606582858499376,True,buy_underpriced,0.03317987019334536
AAPL,2026-05-29,2026-08-12,75,185.0,call,american,14.72544820677109,15.106230896458618,14.915839551614853,14.958158818390313,0.3807826896875284,0.025528746697084388,304.0,1336.0,0.2057138646831,195.0,0.045,0.006,0.2054794520547945,1.054054054054054,0.05264373348542188,short,14.196101347304989,14.194785867478759,,14.194785867478759,binomial_tree,-0.7210536841360948,-0.911445028979859,0.5306623392923306,-0.06110584830480977,0.035577101607725384,True,sell_overpriced,0.03305421601005856
AAPL,2026-05-29,2026-08-12,75,170.0,put,american,0.5856159207989843,0.6110084235899514,0.5983121721944679,0.5982839609704829,0.025392502790967164,0.04244022430269713,483.0,1165.0,0.21662528531126904,195.0,0.045,0.006,0.2054794520547945,1.1470588235294117,0.13720112151348496,short,0.5464319952079535,0.5502015701691569,,0.5502015701691569,binomial_tree,-0.04811060202531092,-0.060806853420794504,0.03541435062982734,-0.10163064742234695,0.05919042311964983,True,hold,0.031239370117982238
AAPL,2026-05-29,2026-09-26,120,200.0,call,american,8.329552747263197,8.498366746922478,8.413959747092838,8.377445853790336,0.16881399965928168,0.02006356159685809,61.0,1708.0,0.22218936307127243,195.0,0.045,0.006,0.3287671232876712,0.975,-0.025317807984289897,short,8.770974029163028,8.775702708334643,,8.775702708334643,binomial_tree,0.3617429612418057,0.2773359614121649,-0.44614996107144655,0.0329614081536329,-0.053024969750490994,True,buy_underpriced,0.031124399145828475
AAPL,2026-05-29,2026-08-12,75,175.0,call,american,21.021661244312636,21.80632819105134,21.413994717681987,21.66023981638463,0.7846669467387031,0.03664271692804645,418.0,2112.0,0.22430981913716702,195.0,0.045,0.006,0.2054794520547945,1.1142857142857143,0.10821358464023279,short,22.546097289668637,22.54608441076384,,22.54608441076384,binomial_tree,1.132089693081852,0.7397562197125005,-1.5244231664512036,0.03454545634596931,-0.07118817327401576,True,buy_underpriced,0.031029235851426147
AAPL,2026-05-29,2026-08-12,75,215.0,call,american,1.8843951275849509,1.9506019298629436,1.9174985287239472,1.9108226157449013,0.0662068022779927,0.034527693912783264,325.0,1462.0,0.2187078626194968,195.0,0.045,0.006,0.2054794520547945,0.9069767441860465,-0.09763846956391606,short,2.0116193897541024,2.0143558629997753,,2.0143558629997753,binomial_tree,0.0968573342758281,0.06375393313683175,-0.12996073541482445,0.03324849129311123,-0.0677761852058945,True,buy_underpriced,0.030059619819693496
AAPL,2026-05-29,2026-09-26,120,170.0,put,american,1.285879671795731,1.3416358457576218,1.3137577587766764,1.3420476560649441,0.05575617396189081,0.04244022430269712,227.0,2450.0,0.21584792032369066,195.0,0.045,0.006,0.3287671232876712,1.1470588235294117,0.13720112151348496,short,1.2210744649038965,1.242364883624143,,1.242364883624143,binomial_tree,-0.07139287515253345,-0.09927096213347886,0.04351478817158805,-0.07556260769558946,0.03312238339289234,True,hold,0.02921760178001934
AAPL,2026-05-29,2026-09-26,120,225.0,put,american,28.285113130718262,29.546423830751596,28.91576848073493,28.696256936452528,1.2613107000333343,0.043620168728134616,0.0,1248.0,0.2226017845244193,195.0,0.045,0.006,0.3287671232876712,0.8666666666666667,-0.1431008436406733,short,29.200367335064783,30.481101866095397,,30.481101866095397,binomial_tree,1.5653333853604678,0.9346780353438007,-2.195988735377135,0.03232416375053383,-0.07594433247866844,False,no_trade_liquidity,0.02840753742610567
AAPL,2026-05-29,2026-07-13,45,230.0,put,american,32.39465265250405,33.98837471638683,33.19151368444544,33.55189033459888,1.5937220638827796,0.04801595007188981,258.0,1465.0,0.22124020877139017,195.0,0.045,0.006,0.1232876712328767,0.8478260869565217,-0.16507975035944858,short,33.989004190336146,35.0,,35.0,binomial_tree,1.8084863155545605,1.0116252836131707,-2.6053473474959503,0.030478431722963252,-0.07849438179485306,True,buy_underpriced,0.026413290456631846
AAPL,2026-05-29,2026-06-19,21,195.0,call,american,4.005739402459225,4.066279544561883,4.036009473510554,4.030399732206379,0.06054014210265812,0.014999999999999953,369.0,1087.0,0.1978049286537038,195.0,0.045,0.006,0.057534246575342465,1.0,0.0,short,3.907826475243297,3.904753291702868,,3.904753291702868,binomial_tree,-0.13125618180768628,-0.16152625285901534,0.10098611075635722,-0.04002127693682504,0.025021276936825092,True,hold,0.02397872373112405
AAPL,2026-05-29,2026-06-19,21,170.0,call,american,23.70059706761785,24.728262907655093,24.21442998763647,24.166110962696237,1.027665840037244,0.042440224302696984,63.0,1660.0,0.21888556763632128,195.0,0.045,0.006,0.057534246575342465,1.1470588235294117,0.13720112151348496,short,25.383937365506057,25.383816334090966,,25.383816334090966,binomial_tree,1.1693863464544947,0.6555534264358727,-1.6832192664731167,0.027072841556484647,-0.06951306585918163,True,hold,0.023881237478238577
AAPL,2026-05-29,2026-07-13,45,185.0,put,american,1.6755693089823056,1.7188975513062827,1.6972334301442942,1.7088066797158603,0.04332824232397714,0.02552874669708426,237.0,1859.0,0.21019332062469434,195.0,0.045,0.006,0.1232876712328767,1.054054054054054,0.05264373348542188,short,1.7438335850878701,1.7607899495302415,,1.7607899495302415,binomial_tree,0.06355651938594731,0.04189239822395874,-0.08522064054793588,0.02468275576000006,-0.05021150245708432,True,hold,0.022932422927824953
AAPL,2026-05-29,2026-07-13,45,190.0,put,american,3.0925069362535718,3.1555974744504915,3.1240522053520317,3.138897513975602,0.06309053819691979,0.020195097280652028,433.0,1972.0,0.20222868633061955,195.0,0.045,0.006,0.1232876712328767,1.0263157894736843,0.025975486403260736,short,2.9841644656916415,3.0197206051030654,,3.0197206051030654,binomial_tree,-0.10433160024896626,-0.13587686934742615,0.07278633115050637,-0.043493789609100005,0.023298692328447976,True,hold,0.021991694111545234
AAPL,2026-05-29,2026-08-12,75,205.0,put,american,11.93575260519624,12.237949066478487,12.086850835837364,12.08937158225558,0.30219646128224653,0.02500208411493238,536.0,2265.0,0.20237960585196096,195.0,0.045,0.006,0.2054794520547945,0.9512195121951219,-0.05001042057466142,short,12.203847986486522,12.521263554976025,,12.521263554976025,binomial_tree,0.43441271913866153,0.28331448849753826,-0.5855109497797848,0.02343989285095786,-0.04844197696589024,True,hold,0.021811986815667164
AAPL,2026-05-29,2026-06-19,21,195.0,put,american,3.5344478499801357,3.5878651978387777,3.5611565239094567,3.57075844038921,0.05341734785864194,0.015000000000000025,521.0,1005.0,0.19565152095886004,195.0,0.045,0.006,0.057534246575342465,1.0,0.0,short,3.430853063816457,3.4580384297170377,,3.4580384297170377,binomial_tree,-0.10311809419241902,-0.12982676812174,0.07640942026309805,-0.036456349854348855,0.021456349854348827,True,hold,0.02056233527708429
AAPL,2026-05-29,2026-06-19,21,175.0,call,american,19.296920077383223,20.017208316386107,19.657064196884665,19.588240183710198,0.7202882390028833,0.03664271692804654,127.0,1076.0,0.2250282893166146,195.0,0.045,0.006,0.057534246575342465,1.1142857142857143,0.10821358464023279,short,20.45975476757752,20.459558859047174,,20.459558859047174,binomial_tree,0.8024946621625091,0.44235054266106744,-1.1626387816639507,0.02250338800496836,-0.059146104933014906,True,hold,0.020212873347779325
AAPL,2026-05-29,2026-06-19,21,225.0,put,american,28.093313253168198,29.34607107110059,28.719692162134393,28.78479525508926,1.252757817932391,0.04362016872813474,121.0,2068.0,0.2198354881088486,195.0,0.045,0.006,0.057534246575342465,0.8666666666666667,-0.1431008436406733,short,29.498358007282633,30.0,,30.0,binomial_tree,1.2803078378656068,0.6539289288994112,-1.9066867468318023,0.02276935717861164,-0.06638952590674638,True,hold,0.02001045939538329
AAPL,2026-05-29,2026-06-19,21,200.0,put,american,6.626761213065691,6.761064950506116,6.693913081785904,6.6851238847306025,0.13430373744042434,0.020063561596857897,276.0,1594.0,0.22136501942172115,195.0,0.045,0.006,0.057534246575342465,0.975,-0.025317807984289897,short,6.840180090165603,6.902754842807338,,6.902754842807338,binomial_tree,0.2088417610214348,0.14168989230122264,-0.275993629741647,0.021166975216149724,-0.04123053681300762,True,hold,0.019987294907626435
AAPL,2026-05-29,2026-07-13,45,160.0,put,american,0.048833274844160404,0.06883327484416041,0.058833274844160406,0.05857005522015958,0.020000000000000004,0.33994368073129855,170.0,1268.0,0.2152979027290304,195.0,0.045,0.006,0.1232876712328767,1.21875,0.19782574332991987,short,0.015029727126562364,0.014943471388163961,,0.014943471388163961,binomial_tree,-0.04388980345599645,-0.05388980345599645,0.033889803455996445,-0.9159749070358841,0.5760312263045856,False,no_trade_liquidity,0.016944901727998223
AAPL,2026-05-29,2026-07-13,45,230.0,call,american,0.027909503955318292,0.047909503955318296,0.037909503955318294,0.03578904255622904,0.020000000000000004,0.5275721893795505,434.0,1465.0,0.21004936958572096,195.0,0.045,0.006,0.1232876712328767,0.8478260869565217,-0.16507975035944858,short,0.0820797586217985,0.08163056482279583,,0.08163056482279583,binomial_tree,0.04372106086747754,0.03372106086747754,-0.05372106086747754,0.8895146955028104,-1.417086884882361,False,no_trade_liquidity,0.01686053043373877
AAPL,2026-05-29,2026-06-19,21,220.0,put,american,23.68361287738791,24.6287376696739,24.156175273530906,24.19500174590273,0.9451247922859878,0.03912559755772293,339.0,1428.0,0.21360144009505982,195.0,0.045,0.006,0.057534246575342465,0.8863636363636364,-0.12062798778861475,short,24.536052054751508,25.0,,25.0,binomial_tree,0.8438247264690943,0.37126233032610045,-1.3163871226120882,0.015369251386949102,-0.05449484894467203,True,hold,0.013698887096590086
AAPL,2026-05-29,2026-07-13,45,175.0,put,american,0.3932593260092928,0.4132593260092928,0.4032593260092928,0.3962152481119832,0.020000000000000018,0.04959587716897373,384.0,1547.0,0.2168026285307752,195.0,0.045,0.006,0.1232876712328767,1.1142857142857143,0.10821358464023279,short,0.4251550994120272,0.42825695126943975,,0.42825695126943975,binomial_tree,0.024997625260146927,0.014997625260146918,-0.034997625260146936,0.03719101901142718,-0.0867868961804009,True,hold,0.01293145753728985
AAPL,2026-05-29,2026-07-13,45,205.0,call,american,2.400922465642121,2.4617104441575455,2.431316454899833,2.441525522066034,0.06078797851542461,0.02500208411493229,68.0,423.0,0.21286088388466431,195.0,0.045,0.006,0.1232876712328767,0.9512195121951219,-0.05001042057466142,short,2.4921874179383465,2.4927660808122325,,2.4927660808122325,binomial_tree,0.06144962591239933,0.031055636654687024,-0.09184361517011164,0.012773177507230943,-0.037775261622163235,True,hold,0.01188607734486775
AAPL,2026-05-29,2026-09-26,120,170.0,call,american,28.79877729042094,30.04750193527988,29.42313961285041,29.57249383125416,1.2487246448589389,0.042440224302696936,455.0,1267.0,0.2193637826242402,195.0,0.045,0.006,0.3287671232876712,1.1470588235294117,0.13720112151348496,short,28.403690232714922,28.406034642692145,,28.406034642692145,binomial_tree,-1.0171049701582646,-1.641467292587734,0.3927426477287952,-0.05578831199478221,0.013348087692085273,True,hold,0.011774488148573696
